jiangId,degeId,tname,twName,cnName,enName,bo,wylie,sname,note,,,,,,,,,,,
J11,10,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཁྲི་བརྒྱད་སྟོང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ,聖般若波羅蜜多一萬八千頌大乘經（一）,圣般若波罗蜜多一万八千颂大乘经（一）,The Perfection of Wisdom in Eighteen Thousand Lines,ཤེར་ཕྱིན་ཁྲི་བརྒྱད་སྟོང་པ། (ཁྲི་བརྒྱད།),sher phyin khri brgyad stong pa/ \(khri brgyad/\),aṣṭādaśasāhasrikāprajñāpāramitā,,,,,,,,,,,,
J12,11,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཁྲི་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖般若波羅蜜多一萬頌大乘經（一）,圣般若波罗蜜多一万颂大乘经（一）,The Perfection of Wisdom in Ten Thousand Lines,ཤེར་ཕྱིན་ཁྲི་པ།,sher phyin khri pa/,daśasāhasrikāprajñāpāramitā,,,,,,,,,,,,
J13,12,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་བརྒྱད་སྟོང་པ། ༼ཀ༽,聖般若波羅蜜多八千頌,圣般若波罗蜜多八千颂,The Perfection of Wisdom in Eight Thousand Lines,ཤེར་ཕྱིན་བརྒྱད་སྟོང་པ།,sher phyin brgyad stong pa/,aṣṭasāhasrikāprajñāpāramitā,,,,,,,,,,,,
J14,13,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྡུད་པ་ཚིགས་སུ་བཅད་པ།,聖般若波羅蜜多集頌,圣般若波罗蜜多集颂,The Verses that Summarize the Perfection of Wisdom,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྡུད་པ་ཚིགས་སུ་བཅད་པ།,shes rab kyi pha rol tu phyin pa sdud pa tshigs su bcad pa/,prajñāpāramitāsaṃcayagāthā,,,,,,,,,,,,
J15,14,འཕགས་པ་རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པས་ཞུས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བསྟན་པ།,聖善勇猛降伏教授般若波羅蜜多經,圣善勇勐降伏教授般若波罗蜜多经,The Perfection of Wisdom Teachings “The Questions of Suvikrāntavikrāmin”,རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པས་ཞུས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཕྱིན་པ་བསྟན་པ།,rab kyi rtsal gyis rnam par gnon pas zhus pa shes rab kyi pha rol phyin pa bstan pa/,suvikrāntavikrāmiparipṛcchā­prajñāpāramitānirdeśa,,,,,,,,,,,,
J17,15,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལྔ་བརྒྱ་པ།,聖般若波羅蜜多五百頌,圣般若波罗蜜多五百颂,The Perfection of Wisdom in Five Hundred Lines,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལྔ་བརྒྱ་པ།,shes rab kyi pha rol tu phyin pa lnga brgya pa/,pañcaśatikāprajñāpāramitā,,,,,,,,,,,,
J18,16,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖般若波羅蜜多能斷金剛大乘經,圣般若波罗蜜多能断金刚大乘经,The Sūtra on the Perfection of Wisdom “The Diamond Cutter” (The Diamond Sūtra),ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པ།,shes rab kyi pha rol tu phyin pa rdo rje gcod pa/,vajracchedikā,,,,,,,,,,,,
,17,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཚུལ་བརྒྱ་ལྔ་བཅུ་པ,聖般若波羅蜜多趣百五十（頌）,圣般若波罗蜜多趣百五十（颂）,The Principles of the Perfection of Wisdom in One Hundred and Fifty Lines,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཚུལ་བརྒྱ་ལྔ་བཅུ་པ།,shes rab kyi pha rol tu phyin pa'i tshul brgya lnga bcu pa/,prajñāpāramitānayaśatapañcaśatikā,,,,,,,,,,,,
J19,18,འཕགས་པ་བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལྔ་བཅུ་པ།,聖世尊般若波羅蜜多五十頌,圣世尊般若波罗蜜多五十颂,The Illustrious Perfection of Wisdom in Fifty Lines,བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལྔ་བཅུ་པ།,bcom ldan 'das ma shes rab kyi pha rol tu phyin pa lnga bcu pa/,bhagavatī­prajñāpāramitāpañcāśatikā,,,,,,,,,,,,
,19,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་གོོ་ཤི་ཀ་ཞེས་བྱ་བ,聖帝釋般若波羅蜜多（經）,圣帝释般若波罗蜜多（经）,The Perfection of Wisdom for Kauśika,ཤེར་ཕྱིན་ཀཽ་ཤི་ཀ།,sher phyin kau shi ka/,kauśikaprajñāpāramitā,,,,,,,,,,,,
,20,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒོ་ཉི་ཤུ་རྩ་ལྔ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,聖般若波羅蜜多二十五門大乘經,圣般若波罗蜜多二十五门大乘经,The Twenty-Five Entrances to the Perfection of Wisdom,ཤེར་ཕྱིན་སྒོ་ཉི་ཤུ་རྩ་ལྔ་པ།,sher phyin sgo nyi shu rtsa lnga pa/,pañcaviṃśatikāprajñā­pāramitāmukhasūtra,,,,,,,,,,,,
,21,བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ,薄伽梵母般若波羅蜜多心（經）,薄伽梵母般若波罗蜜多心（经）,The Essence of the Perfection of Wisdom (The Heart Sūtra),ཤེས་རབ་སྙིང་པོ།,shes rab snying po/,prajñāpāramitāhṛdaya,,,,,,,,,,,,
,22,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡི་གེ་ཉུང་ངུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,聖般若波羅蜜多少字大乘經,圣般若波罗蜜多少字大乘经,The Sūtra of the Perfection of Wisdom in a Few Syllables,ཤེར་ཕྱིན་ཡི་གེ་ཉུང་ངུའི་མདོ།,sher phyin yi ge nyung ngu'i mdo/,svalpākṣaraprajñāpāramitāsūtra,,,,,,,,,,,,
J20,23,དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་ཡུམ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་ཡི་གེ་གཅིག་མ་ཞེས་བྱ་བ།,一切如來母般若波羅蜜多一字母經,一切如来母般若波罗蜜多一字母经,The Perfection of Wisdom Mother in One Syllable,ཤེར་ཕྱིན་ཡི་གེ་གཅིག་མ།,sher phyin yi ge gcig ma/,ekākṣarīmātāprajñāpāramitā,,,,,,,,,,,,
J16,24,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་དུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖般若波羅蜜多七百頌大乘經,圣般若波罗蜜多七百颂大乘经,The Perfection of Wisdom in Seven Hundred Lines,ཤེར་ཕྱིན་བདུན་བརྒྱ་པ།,sher phyin bdun brgya pa/,saptaśatikāprajñāpāramitā,,,,,,,,,,,,
,25,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མཚན་བརྒྱ་རྩ་བརྒྱད་པ་ཞེས་བྱ་བ,聖般若波羅蜜多一百八名（經）,圣般若波罗蜜多一百八名（经）,The Hundred and Eight Names of the Perfection of Wisdom,ཤེར་ཕྱིན་མཚན་བརྒྱ་རྩ་བརྒྱད་པ།,sher phyin mtshan brgya rtsa brgyad pa/,prajñāpāramitānāmāṣṭaśatakam,,,,,,,,,,,,
J21,26,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཉི་མའི་སྙིང་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖般若波羅蜜多日藏大乘經,圣般若波罗蜜多日藏大乘经,The Perfection of Wisdom for Sūryagarbha,ཤེར་ཕྱིན་ཉི་མའི་སྙིང་པོ།,sher phyin nyi ma'i snying po/,sūryagarbhaprajñāpāramitā,,,,,,,,,,,,
J22,27,འཕགས་པ་ཟླ་བའི་སྙིང་པོ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖月藏般若波羅蜜多大乘經,圣月藏般若波罗蜜多大乘经,The Perfection of Wisdom for Candragarbha,ཤེར་ཕྱིན་ཟླ་བའི་སྙིང་པོ།,sher phyin zla ba'i snying po/,candragarbhaprajñāpāramitā,,,,,,,,,,,,
J23,28,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཀུན་ཏུ་བཟང་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖般若波羅蜜多普賢大乘經,圣般若波罗蜜多普贤大乘经,The Perfection of Wisdom for Samantabhadra,ཤེར་ཕྱིན་ཀུན་ཏུ་བཟང་པོ།,sher phyin kun tu bzang po/,samantabhadraprajñāpāramitā,,,,,,,,,,,,
J24,29,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལག་ན་རྡོ་རྗེའི་མདོ་ཐེག་པ་ཆེན་པོ།,聖般若波羅蜜多金剛手大乘經,圣般若波罗蜜多金刚手大乘经,The Perfection of Wisdom for Vajrapāṇi,ཤེར་ཕྱིན་ལག་ན་རྡོ་རྗེ།,sher phyin lag na rdo rje/,vajrapāṇiprajñāpāramitā,,,,,,,,,,,,
J25,30,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་རྒྱལ་མཚན་གྱི་མདོ་ཐེག་པ་ཆེན་པོ།,聖般若波羅蜜多金剛幢大乘經,圣般若波罗蜜多金刚幢大乘经,The Perfection of Wisdom for Vajraketu,ཤེར་ཕྱིན་རྡོ་རྗེ་རྒྱལ་མཚན་གྱི་མདོ,sher phyin rdo rje rgyal mtshan gyi mdo,vajraketuprajñāpāramitā,,,,,,,,,,,,
J26,31,ཆོས་ཀྱི་འཁོར་ལོ་རབ་ཏུ་བསྐོར་བའི་མདོ།,轉法輪經,转法轮经,The Sūtra of Turning the Wheel of Dharma,ཆོས་ཀྱི་འཁོར་ལོ་རབ་ཏུ་བསྐོར་བའི་མདོ,Chos-kyi-ḥkhor-lo rab-tu bskor-baḥi mdo,Dharmacakrapravartana-sūtra,84000未翻譯,,,,,,,,,,,
J27,32,སྐྱེས་པ་རབས་ཀྱི་གླེང་གཞི།,本生因緣分,本生因缘分,Account of the Previous Lives of the Buddha,སྐྱེས་པ་རབས་ཀྱི་གླེང་གཞི,Skyes-pa rabs-kyi gleṅ-gshi,Jātakanidāna,84000未翻譯,,,,,,,,,,,
J28,33,ལྕང་ལོ་ཅན་གྱི་ཕོ་བྲང་གི་མདོ།,楊柳宮經,杨柳宫经,Sūtra of Āṭānāṭīya,ལྕང་ལོ་ཅན་གྱི་ཕོ་བྲང་གི་མདོ,Lcaṅ-lo-can-gyi pho-braṅ-gi mdo,Āṭānāṭiya-sūtra,84000未翻譯,,,,,,,,,,,
J29,34,འདུས་པ་ཆེན་པོའི་མདོ།,大聚經,大聚经,The Sūtra of the Great Assembly,འདུས་པ་ཆེན་པོའི་མདོ,Ḥdus-pa chen-poḥi mdo,Mahāsamaya-sūtra,84000未翻譯,,,,,,,,,,,
J30,35,བྱམས་པའི་མདོ།,慈經,慈经,Sūtra on Loving Kindness,བྱམས་པའི་མདོ,Byams-paḥi mdo,Maitrī-sūtra,84000未翻譯,,,,,,,,,,,
J31,36,བྱམས་པ་བསྒོམ་པའི་མདོ།,修慈經,修慈经,Sūtra on the Meditation on Loving Kindness,བྱམས་པ་བསྒོམ་པའི་མདོ,Byams-pa bsgom-paḥi mdo,Maitrī-bhāvanā-sūtra,84000未翻譯,,,,,,,,,,,
J32,37,བསླབ་པ་ལྔའི་ཕན་ཡོན་གྱི་མདོ།,五學功德經,五学功德经,Sūtra on the Benefits of the Five Precepts,བསླབ་པ་ལྔའི་ཕན་ཡོན་གྱི་མདོ,Bslab-pa lṅaḥi phan-yon-gyi mdo,,,,,,,,,,,,,
J33,38,རིའི་ཀུན་དགའ་བོའི་མདོ།,山中阿難經,山中阿难经,Girī-ānada  Sūtra,རིའི་ཀུན་དགའ་བོའི་མདོ,Riḥi kun-dgaḥ-boḥi mdo,Girī-ānada-sūtra,84000未翻譯,,,,,,,,,,,
J34,39,ཀླུའི་རྒྱལ་པོ་དགའ་བོ་ཉེར་དགའ་འདུལ་བའི་མདོ།,難陀龍王調伏近難陀經,难陀龙王调伏近难陀经,Nandopanandanāgarājadamana Sūtra,ཀླུའི་རྒྱལ་པོ་དགའ་བོ་ཉེར་དགའ་འདུལ་བའི་མདོ,Kluḥi rgyal-po dgaḥ-bo ñer-dgaḥ ḥdul-baḥi mdo,Nandopanandanāgarājadamana-sūtra,84000未翻譯,,,,,,,,,,,
J35,40,འོད་སྲུང་ཆེན་པོའི་མདོ།,大迦葉經,大迦叶经,Mahākāśyapa Sūtra,འོད་སྲུང་ཆེན་པོའི་མདོ,Ḥod-sruṅ chen-poḥi mdo,Mahākāśyapa-sūtra,84000未翻譯,,,,,,,,,,,
J36,41,ཉི་མའི་མདོ།,日經,日经,The Sūtra of the Sun,ཉི་མའི་མདོ,Ñi-maḥi mdo,Sūrya-sūtra,84000未翻譯,,,,,,,,,,,
J37,42,ཟླ་བའི་མདོ།,月經,月经,The Sūtra of the Moon,ཟླ་བའི་མདོ,Zla-baḥi mdo,Candra-sūtra,84000未翻譯,,,,,,,,,,,
J38,43,བཀྲ་ཤིས་ཆེན་པོའི་མདོ།,大吉祥經,大吉祥经,The Sūtra on the Great Auspiciousnesses,བཀྲ་ཤིས་ཆེན་པོའི་མདོ,Bkra-śis chen-poḥi mdo,Mahāmaṃgala-sūtra,84000未翻譯,,,,,,,,,,,
J299,44,སངས་རྒྱས་ཕལ་པོ་ཆེ་ཞེས་བྱ་བ་ཤིན་ཏུ་རྒྱས་པ་ཆེན་པོའི་མདོ། ,大方廣佛華嚴經,大方广佛华严经,The Sūtra of the Ornament of the Buddhas (buddhāvataṃsakasūtra),ཕལ་པོ་ཆེའི་མདོ། (ཕལ་ཆེན།),phal po che'i mdo/ \(phal chen/\)),Buddha-avataṁsaka-nāma-mahāvaipūlya-sūtra,Not Started,,,,,,,,,,,
J300,45,འཕགས་པ་དཀོན་མཆོག་བརྩེགས་པ་ཆེན་པོའི་ཆོས་ཀྱི་རྣམ་གྲངས་སྟོང་ཕྲག་བརྒྱ་པ་ལས་སྡོམ་པ་གསུམ་བསྟན་པའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖大寶積經十萬頌中 三律儀大乘經,圣大宝积经十万颂中 三律仪大乘经,The Chapter Explaining the Three Vows,སྡོམ་པ་གསུམ་བསྟན་པའི་ལེའུ།,sdom pa gsum bstan pa'i le'u/,trisaṃvaranirdeśaparivartasūtra,,,,,,,,,,,,
J301,46,འཕགས་པ་སྒོ་མཐའ་ཡས་པ་རྣམ་པར་སྦྱོང་བ་བསྟན་པའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖無邊莊嚴會大乘經,圣无边庄严会大乘经,The Teaching on Clearing the Boundless Gates,སྒོ་མཐའ་ཡས་པ་རྣམ་པར་སྦྱོང་བ་བསྟན་པའི་མདོ།,sgo mtha' yas pa rnam par sbyong ba bstan pa'i mdo/,anantamukhaviśodhananirdeśasūtra,,,,,,,,,,,,
J302,47,འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖不可思議如來祕要會大乘經,圣不可思议如来祕要会大乘经,The Teaching on the Unfathomable Secrets of the Tathāgatas,དེ་བཞིན་གཤེགས་པའི་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་བསྟན་པའི་མདོ།,de bzhin gshegs pa'i gsang ba bsam gyis mi khyab pa bstan pa'i mdo/,tathāgatācintyaguhyanirdeśasūtra,,,,,,,,,,,,
J303,48,འཕགས་པ་རྨི་ལམ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖菩薩說夢會大乘經,圣菩萨說梦会大乘经,The Discourse on Dreams,རྨི་ལམ་བསྟན་པའི་མདོ།,rmi lam bstan pa'i mdo/,svapnanirdeśasūtra,,,,,,,,,,,,
J304,49,འཕགས་པ་འོད་དཔག་མེད་ཀྱི་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖無量光莊嚴會大乘經,圣无量光庄严会大乘经,The Array of Amitābha,འོད་དཔག་མེད་ཀྱི་བཀོད་པའི་མདོ།,'od dpag med kyi bkod pa'i mdo/,amitābhavyūhasūtra,,,,,,,,,,,,
J305,50,འཕགས་པ་དེ་བཞིན་གཤེགས་པ་མི་འཁྲུགས་པའི་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖不動如來莊嚴會大乘經,圣不动如来庄严会大乘经,The Array of the Tathāgata Akṣobhya,མི་འཁྲུགས་པའི་བཀོད་པའི་མདོ།,mi 'khrugs pa'i bkod pa'i mdo/,akṣobhyatathāgatasya vyūhasūtra,,,,,,,,,,,,
J306,51,འཕགས་པ་གོ་ཆའི་བཀོད་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖被甲莊嚴會大乘經,圣被甲庄严会大乘经,The Teaching on the Armor Array,གོ་ཆའི་བཀོད་པ་བསྟན་པའི་མདོ།,go cha'i bkod pa bstan pa'i mdo/,varmavyūhanirdeśasūtra,,,,,,,,,,,,
J307,52,འཕགས་པ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་རང་བཞིན་དབྱེར་མེད་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖法界體性無分別會大乘經,圣法界体性无分别会大乘经,The Teaching on the Undifferentiable Nature of the Sphere of Reality,ཆོས་དབྱིངས་རང་བཞིན་དབྱེར་མེད་བསྟན་པའི་མདོ།,chos dbyings rang bzhin dbyer med bstan pa'i mdo/,dharmadhātu­prakṛtyasambheda­nirdeśasūtra,,,,,,,,,,,,
J308,53,འཕགས་པ་ཆོས་བཅུ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖大乘十法會經,圣大乘十法会经,The Ten Dharmas,ཆོས་བཅུ་པའི་མདོ།,chos bcu pa'i mdo/,daśadharmakasūtra,,,,,,,,,,,,
J309,54,འཕགས་པ་ཀུན་ནས་སྒོའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖普門品大乘經,圣普门品大乘经,The Chapter on the Complete Approach,ཀུན་ནས་སྒོའི་ལེའུ།,kun nas sgo'i le'u/,samantamukhaparivartasūtra,,,,,,,,,,,,
J310,55,འཕགས་པ་འོད་ཟེར་ཀུན་དུ་བཀྱེ་བ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། (སྟོད),聖出現光明會大乘經(上)-,圣出现光明会大乘经(上)-,The Complete Effulgence of Light Teaching,འོད་ཟེར་ཀུན་དུ་བཀྱེ་པའི་བསྟན་པའི་མདོ།,'od zer kun du bkye pa'i bstan pa'i mdo/,raśmisamantamuktanirdeśasūtra,,,,,,,,,,,,
J311,56,འཕགས་པ་བྱང་ཆུབ་སེམས་དཔའི་སྡེ་སྣོད་ཅེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖菩薩藏會大乘經,圣菩萨藏会大乘经,The Bodhisattva’s Scriptural Collection,བྱང་ཆུབ་སེམས་དཔའི་སྡེ་སྣོད་ཀྱི་མདོ།,byang chub sems dpa'i sde snod kyi mdo/,bodhisattvapiṭakasūtra,,,,,,,,,,,,
J312,57,འཕགས་པ་དགའ་བོ་ལ་མངལ་ན་གནས་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖為難陀說處胎會大乘經,圣为难陀说处胎会大乘经,The Teaching to Nanda on Entering the Womb,དགའ་བོ་མངལ་དུ་འཇུག་པ་བསྟན་པའི་མདོ།,dga' bo mngal du 'jug pa bstan pa'i mdo/,nandagarbhāvakrāntinirdeśa,,,,,,,,,,,,
J313,58,འཕགས་པ་ཚེ་དང་ལྡན་པ་དགའ་བོ་ལ་མངལ་དུ་འཇུག་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖為具壽難陀說入胎藏會大乘經,圣为具寿难陀说入胎藏会大乘经,The Teaching to Venerable Nanda on Entering the Womb,ཚེ་དང་ལྡན་པ་དགའ་བོ་ལ་མངལ་དུ་འཇུག་པ་བསྟན་པའི་མདོ།,tshe dang ldan pa dga' bo la mngal du 'jug pa bstan pa'i mdo/,āyuṣmannandagarbhāvakrāntinirdeśa,,,,,,,,,,,,
J314,59,འཕགས་པ་འཇམ་དཔལ་གྱི་སངས་རྒྱས་ཀྱི་ཞིང་གི་ཡོན་ཏན་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖文殊師利佛土嚴淨大乘經,圣文殊师利佛土严淨大乘经,The Array of Virtues of the Mañjuśrī Buddha Realm,འཇམ་དཔལ་ཞིང་གི་ཡོན་ཏན་བཀོད་པའི་མདོ།,'jam dpal zhing gi yon tan bkod pa'i mdo/,mañjuśrībuddhakṣetraguṇa­vyūhasūtra,,,,,,,,,,,,
J315,60,འཕགས་པ་ཡབ་དང་སྲས་མཇལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖父子合集會大乘經,圣父子合集会大乘经,The Meeting of Father and Son,ཡབ་སྲས་མཇལ་བའི་མདོ།,yab sras mjal ba'i mdo/,pitāputrasamāgamasūtra,,,,,,,,,,,,
J317,61,འཕགས་པ་ཡུལ་འཁོར་སྐྱོང་གིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖護國菩薩所問會大乘經,圣护国菩萨所问会大乘经,The Sūtra of Pūrṇa's Questions,གང་པོས་ཞུས་པའི་མདོ།,gang pos zhus pa'i mdo/,pūrṇaparipṛcchāsūtra,,,,,,,,,,,,
J316,62,འཕགས་པ་གང་པོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།,聖富樓那所問會大乘經,圣富楼那所问会大乘经,The Sūtra of Rāṣṭrapāla's Questions,ཡུལ་འཁོར་སྐྱོང་གིས་ཞུས་པའི་མདོ།,yul 'khor skyong gis zhus pa'i mdo/,rāṣṭrapālaparipṛcchāsūtra,,,,,,,,,,,,
